景點名稱,景點描述,開放時間,縣市,行政區,地址,搭乘交通運輸,經度,緯度,FB ID,打卡數
竹柏苑,單純山林禮物-石碇竹柏苑傳統麥芽膏 在阿嬤的調味櫃裡，你是否曾瞥見麥芽膏瓶罐的身影？ 遵循古法製作懷舊麥芽膏，耗時費工， 但隱藏在「傳統」的表相下，其實是來自古老智慧的營養、健康與美味。 在竹柏苑，從種植小麥草開始，經過繁複的工序，呈現完全天然、健康價值高的一罐罐麥芽膏，有著無比的豐富內涵，傳承的更是古早美德中對飲食文化的尊重，與對家人健康的關懷。 老闆有個令人印象深刻的名字─王正常。 在食品公司工作至退休後，回鄉向一位高齡96歲的阿嬤學做手工古法麥芽， 並且更進一步規劃出暗室冷房，所栽種的金黃色小麥，可以克服傳統種植小麥的問題，也保留了小麥最豐富的糖類營養。 經過糯米、山泉水將麥芽糖化後，再進入傳統材燒灶火的收乾階段，製作過程需十幾個小時。 從每次小麥栽種至最後收乾麥芽成膏，約需5-8個工作天， 往往是正常伯夫婦全家總動員參與，而正常伯對古法麥芽膏的堅持，更是感動了全家人，決心共同經營這份手做傳承的傳統美食， 一家人反而在正常伯退休後，因麥芽膏而找到新的人生目標。 看著眼前超過花甲之齡的老人，無視高溫難耐，守候灶前，更看見了一家人對天然健康與傳統風味的堅持。 許多慕名者與路過的登山客，對於麥芽膏風味及不含砂糖的麥芽餅美味，感到驚艷！ 麥芽膏還可以取代味精和糖入菜烹調，煮出健康。 精緻簡約的包裝，也是送禮自用的最佳選擇喔！,08:00 - 18:00,新北市,石碇區,新北市石碇區潭邊村石崁35-2號,【大眾運輸】　搭乘捷運文湖線於木柵站下車，轉搭666公車至石碇站下車，步行約14分鐘，即到達目的地。　　【自行開車】　沿國道3號前往石碇區的北宜高聯絡道→文山路一段→106乙縣道。從國道5號石碇交流道下，繼續走北宜高聯絡道→106乙縣道前往目的地。(石碇區公所往前25米左右土地公廟旁的山坡路往上450公尺左右，有路標即到，另土地公廟旁石崁木棧道步行至終點即為,121.65752,24.99282,188411874555805 ,1117
月老和合二仙殿,石碇月老和合二仙殿即是讓人聞名仰望的月老廟。殿中供奉的主神即月下老人，月下老人端居神臺正中，月下老人兩側是和合二仙，和合二仙相貌如童孩一般，天真浪漫，一人手拿荷花，一人手持盒子（諧音和合），寓意著傳統民俗中凡人對婚姻和愛情的無限敬意。,早上 10:00~下午 14:00,新北市,石碇區,新北市石碇區雙溪口45-2號,【大眾運輸】　1.搭乘台北客運平溪線795號公車，於雙溪口站下車。　2.搭乘指南客運660公車圓環→土庫，在石碇高中下車，可再轉乘666公車到雙溪口下車。　3.搭乘欣欣客運666公車→石碇，於雙溪口站下車，步行約120公里即達。　　【自行開車】　1.景美走106線縣道→經深坑直走到雙溪口。　2.高速公路北二高→國道三號→木柵交流道→住深坑石碇方向出口→深坑聯,121.65185,25.00684,269018409803976 ,52
鹿窟事件紀念公園,鹿窟村落散布在石碇與汐止、南港交界處，海拔600多公尺的山巔，天氣好的時候可遠眺臺北、基隆，對外交通極為不便。鹿窟村隸屬新北市石碇區，約有200戶人家，當年山上耕地少，以種植包種茶或蕃薯為主，絕大多數村民是礦工。鹿窟事件時，國民黨政府派軍隊掃蕩，之後改稱「光明村」現稱光明里，當時囚禁刑求村民的「鹿窟菜廟」，則改名為「光明寺」。2000年12月29日，新北市政府在光明寺下方興建《鹿窟事件紀念公園》，同時立有紀念碑一座。,全年開放,新北市,汐止區,新北市汐止區,【大眾運輸】　1.搭乘火車至南港火車站下，搭乘東南客運小5至光明里下車，步行即可到達　　【自行開車】　1.國道3號南深路出口匝道出口下交流道，行駛至舊街莊二段後即可到達,121.66577,25.03016,,0
大尖山風景區,標高460公尺的大尖山可說是汐止後花園，隨季節變幻著不同風情，初春山櫻花綻放，夏天螢火蟲點點發光，秋末楓葉染紅山頭，而周邊瀑布群水量豐沛，如茄苳瀑布、秀峰瀑布等也很有看頭。可從天秀宮或天道清修院兩處登山口，沿著石階步道上山，這裡居高臨下，可全覽大臺北盆地，周圍山巒層層疊疊、濃淡有致，宛如潑墨山水畫，夜晚更可看到萬家燈火的景象，是欣賞臺北101大樓跨年煙火的絕佳景點。,全年提供,新北市,汐止區,新北市汐止區大尖山,【大眾運輸】　1.搭乘F911公車至天秀宮[新巴士]站下車，步行十五分鐘即可到達　　【自行開車】　1.國道1號︰汐止交流道→水源路→新興路→新台五路→汐止區行政中心→仁愛路→勤進路 　2.國道3號︰新台五路交流道→新台五路→汐止區行政中心→仁愛路→勤進路,121.66901,25.05168,204002906276903 ,27399
汐止老街,今日中正路舊稱「水返腳街」，曾是基隆河沿岸貨物轉運站，也是汐止開發的源頭，素有「汐止第一街」之稱。過往的輝煌留下許多歷史遺跡，如牛稠頭碼頭、公有市場、農倉、教會、隘門遺址等，亦不乏三代經營的老店，包括米店、布商、藥行、香鋪等。沿街建築部分仍保有長條街屋的傳統風格，是汐止寶貴的文化資產。,全年開放,新北市,汐止區,新北市汐止區中正路,【大眾運輸】　1.搭乘火車至汐止火車站下車，步行大同路二段、信義路、中正路即汐止老街　2.搭乘公車可乘坐605(汐止-台北車站)、605副(汐止-台北車站)，至汐止車站　　【自行開車】　1.國道一號至汐止交流道出口下，朝北29鄉道前進，續走大同路二段，並於中正路左轉即可到達。,121.66238,25.07032,184004158310967 ,3114
明德堂香舖,"人們在崇敬神明、袓先時，點香是不可或缺的動作，藉著緩緩升起的輕煙，傳遞人間祈願上達天聽。即使在許多傳統行業式微的現代社會，只要人們仍然敬神念祖，製香、賣香這一行就不會變成夕陽產業。在汐止區一條深幽小巷中，已傳承四代的「明德堂香舖」，仍不間斷的飄出我們記憶中的香氣。 明德堂香舖 開創於民國元年(1912) 當時祖父王才在水返腳(汐止)碼頭旁開設客棧,有一位黃姓商人從唐山到台灣做生意,來台後便在客棧長住,常見到客棧生意不穩定,而黃姓商人原本在唐山是做香的,見王才憨厚老實,於是便教授年紀輕輕的王才製香,爾後王才學會了做香。而汐止當時又盛產做香的原料-梢楠木-趁地利之便不久後便把客棧改成香舖也就是現在(明德堂香舖)的由來早期製香 香料取得就不簡單。製香末的機器是一個巨大鐵桶，裡面放著無數的小鐵球，將中藥材放入後,利用鐵球碰撞變成製香的粉末，製香師父每天第一件事就是要看天氣如果太陽肯幫忙曬個半天就夠了，熟練的師父一天可以做上一百斤香。 除了中正路上的老店，明德堂在汐止的汐萬路及連興路開了兩家分店，由王氏家族傳人繼續傳承製香的老經驗，而汐萬路的明德堂，正面臨無人繼承的危機。早期製香全靠人力，明德堂店內做好的香，會晾在基隆河畔乾燥。香舖可以依照顧客的要求，訂製各種香氣、形狀的香，像是人參香、沉香、拜天公用的「盤香」、長六尺足有拳頭粗的氣派「巨香」。製香一般是用竹枝，師傅先一把抓起幾百支竹枝，將長度的四分之三浸水，再放進竹篩中沾滾一遍香粉，散成扇狀以免沾濕的香粉結塊粘黏，同樣的動作重覆三、四次，再晒乾即可。過程聽起來簡單，能否製出好香最大的關鍵是香料，一種香往往混合好幾種香料，例如磨成細末的沉木、檀木、楠木，再混合麝香、靈貓香、海貍香、龍涎香??而成，混合的內容及比例，可是香舖的最高機密。現在，明德堂仍堅持用較貴的天然香料，燃燒的煙才不會傷身，但製作已委託工廠幫忙，要用香不怕買不到，只是少了河畔聞香的機會。據說，神明要點三炷香，祖先則是兩炷，鬼魂則只用一炷，小小一支香，傳達人們對未知世界的態度。",08:00~22:00,新北市,汐止區,新北市汐止區中正路303號,【大眾運輸】　1.搭乘火車至汐止火車站下車，步行即可到達　　【自行開車】　1.國道一號至汐止交流道出口下，朝汐萬路一段前進，轉進中正路即可到達,121.65621,25.06775,,0
五指山風景區,五指山又名車坪寮山，座落於新北市汐止區和萬里區的交界處，標高約699公尺，是汐止第二高峰。登上五指山，整個臺北盆地到基隆外海皆清晰可見，後面已進入陽明山國家公園範圍，跑到風櫃口折返，來回里程約26公里。,全年開放,新北市,汐止區,新北市汐止區五指山,【自行開車】　1.汐止交流道-樟樹二路朝工建路前進-接著走樟江大橋-請於康寧街向右轉-接汐萬路-沿著五指山產業道路前進,121.60754,25.12911,371354729597431 ,24478
三聖宮,小南港山的山腰上有一座終南洞三聖宮，一般稱仙公廟，從日據時代開始已經有多年歷史，主要供奉孚佑帝君（呂洞賓先祖）、關聖帝君和司命帝君，故稱為三聖宮。廟旁種有杜鵑花、含笑和桂花，秋天桂花盛開時，會聞到淡雅的香味。廟後左右方都有登山步道，有小徑通往山頂，沿路可看到相思樹林，山頂視野良好，可眺望基隆河和大坑溪的匯流點，還可俯瞰臺北盆地、大臺北景觀和南港山區。附近步道完整，還可通往橫科山，夏季蝴蝶數量繁多，翩翩飛舞，冬季野鳥 飛來，展喉鳴唱，成為民眾附近放鬆心情、休閒健身的好去處。,08:00~18:00,新北市,汐止區,新北市汐止區民權街1段1巷12弄1號,【大眾運輸】　1.由捷運文湖線南港展覽館站下七號出口往南走富康街1巷16弄朝富康街47巷前進，於富康街53巷向左轉，請於研究院路一段101巷向右急轉，於力行橋/橫科路向左轉，於民權街一段向左轉，目的地在右邊　　【自行開車】　1.國道一號至東湖交流道出口下，走南港大橋至經貿二路，後至民權街一段即可到達(由大同路一段22號旁，過平交道上小南港山，或從南港研究院路,121.62261,25.05346,431566230207516 ,10
天秀宮,位於大尖山山腰的天秀宮，是汐止居民重要的聚集場所，常有人來此登山散步，廟前廣場更有小朋友愛玩的碰碰車，時見阿公阿媽帶著孫兒開心共遊。平臺為極佳瞭望臺，天晴時可眺望汐止與大臺北地區，黃昏更可欣賞夕陽西下，夜景也很迷人。現在連北市內湖區與中山區交界上美麗華百樂園的彩色旋轉輪，也是一覽無遺。,05:00~19:00,新北市,汐止區,新北市汐止區白雲里19鄰勤進路601號,【大眾運輸】　1.搭乘F911至天秀宮[新巴士]站下車，步行即可到達　　【自行開車】　1.國道一號至汐止交流道出口下，朝北29鄉道前進至大同路二段，後接新台五路一段至秀峰路，再轉接至勤進路即可到達,121.66315,25.05275,1402957286609750 ,58
白雲寺,白雲寺位於白雲山麓，是由在地蔡氏家族創立於1921年。最初是齋堂，後來才改為佛寺，主要供奉釋迦牟尼佛、伽藍觀音、地藏王菩薩、千手觀音等。白雲寺為閩南三合院格局，右為雙護龍，左為單護龍，為石塊平砌式石頭厝，簡單素雅。主殿外貌莊嚴，1987年因主體建築凋敝，遂重修翻新屋頂。,06:00~17:00,新北市,汐止區,新北市汐止區白雲里白雲路283號,【大眾運輸】　1.搭乘火車至汐止火車站，後轉搭新北市F903公車至『白雲寺路口[新巴士]』站下車，步行約半小時即可到達　　【自行開車】　1.國道一號至汐止交流道出口下，至汐萬路一段接江北二橋，後至汐碇路接白雲路即可到達,121.65202,25.04124,273467349348028 ,109
石門峽,保長坑溪是基隆河在汐止的最大支流，石門峽就位於保長坑溪下游，沿溪景色秀麗宜人，一路通往平溪，是汐止景觀中豐富的觀光勝地之一。著名的石門峽，係由河溪自然沖積形成的，環境十分清幽，沿溪有石階小徑，並設有石桌、石椅，可提供休憩，非常貼心。不管是玩水、踏青，每年夏天總是吸引許多的遊客前來。在石門峽上面有一條吊橋，過去是石門通往汐平路重要的交通要道，至今還有少許當地的民眾在使用。,全年開放,新北市,汐止區,新北市汐止區石門峽,【大眾運輸】　1.由汐止火車站前的大同路二段往基隆方向，汐平路一段右轉，走汐平公路往平溪區方向，即可到達石門峽　　【自行開車】　1.由汐止火車站前的大同路二段往基隆方向，汐平路一段右轉，走汐平公路往平溪區方向，即可到達石門峽。　2.五堵火車站前忠孝東路直走到底，左轉新台五路往基隆方向，右轉走汐平公路往平溪區方向，即可到達石門峽。,121.68965,25.06776,121395201275715 ,77
